height,timestamp_secs,energy,gas,tx_count
19900773,1716082919,95643,20604537,139
19900774,1716082931,58172,10078489,110
19900775,1716082943,38718,7789192,97
19900776,1716082955,207928,29997653,132
19900777,1716082967,5184,1379806,21
19900778,1716082979,9484,1663493,41
19900779,1716082991,227758,29990381,37
19900780,1716083003,189742,29986843,220
19900781,1716083015,219102,22410014,195
19900782,1716083027,45130,9187896,106
19900783,1716083039,8694,1841835,39
19900784,1716083051,182049,29978284,164
19900785,1716083063,56594,12859334,137
19900786,1716083075,61397,12268207,129
19900787,1716083087,83627,23287063,116
19900788,1716083099,68273,12600306,107
19900789,1716083111,159197,13309497,126
19900790,1716083123,47016,10996199,103
19900791,1716083135,39883,8899295,97
19900792,1716083147,49566,8751042,105
19900793,1716083159,227669,29991226,69
19900794,1716083171,15231,2938535,45
19900795,1716083183,228865,29993776,91
19900796,1716083195,87097,15563117,146
19900797,1716083207,7854,1457062,26
19900798,1716083219,314688,29994084,164
19900799,1716083231,58438,12854873,137
19900800,1716083243,7831,1332660,36
19900801,1716083255,198351,29998719,150
19900802,1716083267,236645,25317213,255
19900803,1716083279,39664,8062722,97
19900804,1716083291,60309,13792846,123
19900805,1716083303,55760,10338930,106
19900806,1716083315,88411,19524253,175
19900807,1716083327,45677,10183425,114
19900808,1716083339,14393,2930241,33
19900809,1716083351,197527,29990421,150
19900810,1716083363,68215,13295192,179
19900811,1716083375,165744,16208699,143
19900812,1716083387,51591,9960383,100
19900813,1716083399,50041,10341795,103
19900814,1716083411,219123,29996422,101
19900815,1716083423,18307,3750212,31
19900816,1716083435,144084,27198054,272
19900817,1716083447,36122,7380283,86
19900818,1716083459,178083,19246385,173
19900819,1716083471,56962,11733947,113
19900820,1716083483,34850,9446020,97
19900821,1716083495,211191,28788938,122
19900822,1716083507,46405,8591739,98
19900823,1716083519,34061,6448637,72
19900824,1716083531,214249,29032471,132
19900825,1716083543,77553,15502560,160
19900826,1716083555,45920,8322379,83
19900827,1716083567,41093,7753759,102
19900828,1716083579,223476,29962627,85
19900829,1716083591,60113,10839117,108
19900830,1716083603,8095,1335190,33
19900831,1716083615,208994,29987687,111
19900832,1716083627,236061,26704621,239
19900833,1716083639,44652,7600635,98
19900834,1716083651,79705,14186295,142
19900835,1716083663,36436,10449695,94
19900836,1716083675,43235,8350431,120
19900837,1716083687,204284,29990764,107
19900838,1716083699,142813,11996568,111
19900839,1716083711,65402,12465672,136
19900840,1716083723,59696,11427676,105
19900841,1716083735,145272,23280100,131
19900842,1716083747,48472,10602372,120
19900843,1716083759,72303,13475876,129
19900844,1716083771,47154,9122389,128
19900845,1716083783,213985,29981312,89
19900846,1716083795,138179,10783943,117
19900847,1716083807,39057,8215899,94
19900848,1716083819,228267,29933894,86
19900849,1716083831,51398,11097212,167
19900850,1716083843,37135,8334007,82
19900851,1716083855,103359,19741134,185
19900852,1716083867,12708,2330797,29
19900853,1716083879,208607,29984352,140
19900854,1716083891,26973,8256231,66
19900855,1716083903,45979,8886302,92
19900856,1716083915,223900,29983194,86
19900857,1716083927,35390,7441435,88
19900858,1716083939,8601,1459268,32
19900859,1716083951,175825,29976111,199
19900860,1716083963,65264,13850733,153
19900861,1716083975,12540,2625105,41
19900862,1716083987,11190,2526878,37
19900863,1716083999,151874,29982818,313
19900864,1716084011,118548,29978259,305
19900865,1716084023,141412,13313861,168
19900866,1716084035,260594,29511266,312
19900867,1716084047,94068,10142357,126
19900868,1716084059,54287,13680430,116
19900869,1716084071,54359,10796636,155
19900870,1716084083,89136,19804590,145
19900871,1716084095,122771,21154801,149
19900872,1716084107,50985,10152256,119
19900873,1716084119,58633,11156318,102
19900874,1716084131,162230,13596175,114
19900875,1716084143,62113,12696147,119
19900876,1716084155,36769,7503866,113
19900877,1716084167,64848,20287243,124
19900878,1716084179,53382,10333106,115
19900879,1716084191,55540,10572461,127
19900880,1716084203,161928,29990396,340
19900881,1716084215,40668,29999745,87
19900882,1716084227,55383,12078784,141
19900883,1716084239,40701,8589302,101
19900884,1716084251,174550,13646913,134
19900885,1716084263,59532,10864586,133
19900886,1716084275,11186,2606051,38
19900887,1716084287,102932,19626015,216
19900888,1716084299,90827,15256784,153
19900889,1716084311,55066,10024407,107
19900890,1716084323,52388,10965317,114
19900891,1716084335,129375,29990509,841
19900892,1716084347,151736,13208586,126
19900893,1716084359,212225,19382893,202
19900894,1716084371,42140,29984812,98
19900895,1716084383,63572,12569941,133
19900896,1716084395,7363,1641344,33
19900897,1716084407,113828,27886569,249
19900898,1716084419,59227,11438267,104
19900899,1716084431,182444,14571536,159
19900900,1716084443,49451,10567719,121
19900901,1716084455,60869,11979365,126
19900902,1716084467,67490,14924950,159
19900903,1716084479,50363,9542488,133
19900904,1716084491,54412,10025514,128
19900905,1716084503,44745,10493317,126
19900906,1716084515,150301,29993244,1120
19900907,1716084527,56381,9662598,94
19900908,1716084539,46311,29980951,96
19900909,1716084551,15455,3139757,45
19900910,1716084563,187514,16342885,192
19900911,1716084575,51414,11461105,123
19900912,1716084587,40285,29989564,84
19900913,1716084599,56198,14127077,118
19900914,1716084611,61848,10617585,109
19900915,1716084623,40439,8867628,116
19900916,1716084635,134216,9613058,105
19900917,1716084647,144670,26020790,289
19900918,1716084659,44390,8651255,82
19900919,1716084671,70824,14141409,140
19900920,1716084683,36503,29995319,88
19900921,1716084695,61052,12474134,146
19900922,1716084707,50936,9938357,116
19900923,1716084719,84233,16846435,174
19900924,1716084731,52680,12081685,137
19900925,1716084743,56675,11847676,170
19900926,1716084755,161962,12412001,126
19900927,1716084767,7593,1434922,31
19900928,1716084779,146649,29992935,946
19900929,1716084791,83338,17742577,192
19900930,1716084803,5125,868540,14
19900931,1716084815,13781,2971152,51
19900932,1716084827,144592,29987694,713
19900933,1716084839,153437,30027530,1259
19900934,1716084851,228182,29330524,278
19900935,1716084863,56388,11693577,111
19900936,1716084875,7159,1358451,27
19900937,1716084887,86057,16710008,176
19900938,1716084899,55053,12036086,111
19900939,1716084911,73119,15051152,183
19900940,1716084923,49096,10648018,118
19900941,1716084935,133123,29979255,695
19900942,1716084947,60837,11464089,138
19900943,1716084959,44061,29981801,68
19900944,1716084971,204088,20108788,169
19900945,1716084983,47507,9995519,109
19900946,1716084995,78759,15394592,137
19900947,1716085007,54088,11888774,119
19900948,1716085019,72103,14580748,139
19900949,1716085031,32633,8157886,112
19900950,1716085043,69046,14030865,177
19900951,1716085055,53255,10823282,131
19900952,1716085067,99258,19612958,189
19900953,1716085079,46592,9251390,107
19900954,1716085091,175104,13364302,137
19900955,1716085103,65822,11733175,134
19900956,1716085115,7600,1285535,24
19900957,1716085127,156209,29999715,1136
19900958,1716085139,94050,22800670,228
19900959,1716085151,34157,7559178,101
19900960,1716085163,69087,14210905,113
19900961,1716085175,45993,8565924,89
19900962,1716085187,156864,29979223,1111
19900963,1716085199,37418,7781907,94
19900964,1716085211,56299,12463240,126
19900965,1716085223,195648,29989902,494
19900966,1716085235,49457,10227982,120
19900967,1716085247,64364,11590257,140
19900968,1716085259,38680,29981642,89
19900969,1716085271,55897,10772429,139
19900970,1716085283,190148,23606102,219
19900971,1716085295,79889,14983670,125
19900972,1716085307,180258,14821941,125
19900973,1716085319,51625,10510854,130
19900974,1716085331,89294,15931847,164
19900975,1716085343,51457,10181506,100
19900976,1716085355,56800,10941280,121
19900977,1716085367,54611,10199293,125
19900978,1716085379,203969,22805437,217
19900979,1716085391,65021,12743721,124
19900980,1716085403,59028,13196841,124
19900981,1716085415,73247,11683463,111
19900982,1716085427,70704,13659310,125
19900983,1716085439,33058,6441409,59
19900984,1716085451,10891,3247192,21
19900985,1716085463,146953,29979712,619
19900986,1716085475,102695,29983695,228
19900987,1716085487,242138,29989044,267
19900988,1716085499,68551,11106362,116
19900989,1716085511,67892,13856464,125
19900990,1716085523,48581,9416147,96
19900991,1716085535,72478,13162692,121
19900992,1716085547,58069,11531071,124
19900993,1716085559,68237,15535749,130
19900994,1716085571,181852,16362774,159
19900995,1716085583,5106,872193,24
19900996,1716085595,100581,29986035,330
19900997,1716085607,140275,26575357,179
19900998,1716085619,41618,29774193,95
19900999,1716085631,163493,15633973,149
19901000,1716085643,59407,12385273,124
19901001,1716085655,65313,12290542,107
19901002,1716085667,7394,1155566,38
19901003,1716085679,142117,25464932,238
19901004,1716085691,148708,14790401,127
19901005,1716085703,66220,12041349,116
19901006,1716085715,59527,12318432,135
19901007,1716085727,70822,14882640,130
19901008,1716085739,54049,10176528,103
19901009,1716085751,51762,10541004,136
19901010,1716085763,60137,10316025,116
19901011,1716085775,53086,13139561,136
19901012,1716085787,56441,9032992,106
19901013,1716085799,80125,20463750,351
19901014,1716085811,74482,16790351,217
19901015,1716085823,47950,29996088,100
19901016,1716085835,170340,16263031,185
19901017,1716085847,40185,8502964,120
19901018,1716085859,66844,12345180,109
19901019,1716085871,56023,11858635,118
19901020,1716085883,43105,29984796,94
19901021,1716085895,63342,12686852,136
19901022,1716085907,46795,9608845,96
19901023,1716085919,178584,13986815,131
19901024,1716085931,9581,1899367,33
19901025,1716085943,282371,29983694,404
19901026,1716085955,44016,29979343,84
19901027,1716085967,42250,7668511,107
19901028,1716085979,177778,16179236,147
19901029,1716085991,12455,2856382,44
19901030,1716086003,94054,18155513,213
19901031,1716086015,45201,11093876,106
19901032,1716086027,72715,15024572,137
19901033,1716086039,56872,14904060,137
19901034,1716086051,42385,8657855,88
19901035,1716086063,137767,29983504,78
19901036,1716086075,45945,9654637,121
19901037,1716086087,51135,10967269,111
19901038,1716086099,75151,13853907,129
19901039,1716086111,42362,8735579,106
19901040,1716086123,186836,23468980,303
19901041,1716086135,68980,13005703,149
19901042,1716086147,50889,9638499,115
19901043,1716086159,54962,10686149,152
19901044,1716086171,90816,23890233,164
19901045,1716086183,70038,14917460,165
19901046,1716086195,67686,14646724,120
19901047,1716086207,48302,9784171,103
19901048,1716086219,96378,29998600,158
19901049,1716086231,44344,10589358,109
19901050,1716086243,234461,25074162,186
19901051,1716086255,39998,29482117,86
19901052,1716086267,30608,5946408,64
19901053,1716086279,37107,7076440,76
19901054,1716086291,64816,13398407,144
19901055,1716086303,44162,8598613,101
19901056,1716086315,73827,14420031,204
19901057,1716086327,33920,7871640,113
19901058,1716086339,206504,22878528,311
19901059,1716086351,56873,12656170,144
19901060,1716086363,45084,9197855,125
19901061,1716086375,87104,14729041,165
19901062,1716086387,83554,16048721,149
19901063,1716086399,58571,11741991,155
19901064,1716086411,87934,21477780,121
19901065,1716086423,79922,18147590,169
19901066,1716086435,50717,9769289,156
19901067,1716086447,61116,16435477,136
19901068,1716086459,31447,6472258,104
19901069,1716086483,82700,29993722,123
19901070,1716086495,210296,22720139,231
19901071,1716086507,173565,13881491,116
19901072,1716086519,30045,26715235,58
19901073,1716086531,70540,14529519,158
19901074,1716086543,47333,9454745,93
19901075,1716086555,38193,7338081,78
19901076,1716086567,96112,20518279,218
19901077,1716086579,36039,8332234,92
19901078,1716086591,8145,1382004,21
19901079,1716086603,85647,27154080,202
19901080,1716086615,207120,20532235,185
19901081,1716086627,7400,1252261,24
19901082,1716086639,74693,29983743,143
19901083,1716086651,82618,18856734,148
19901084,1716086663,48266,29985198,53
19901085,1716086675,159854,17136227,157
19901086,1716086687,39118,8927098,83
19901087,1716086699,45334,10667300,117
19901088,1716086711,74180,15232764,140
19901089,1716086723,29699,6892766,68
19901090,1716086735,61472,26751006,129
19901091,1716086747,161792,12901647,113
19901092,1716086759,52355,12096426,101
19901093,1716086771,47131,9511521,118
19901094,1716086783,79994,29441970,189
19901095,1716086795,49886,10348001,103
19901096,1716086807,60012,11623169,122
19901097,1716086819,94796,17388975,205
19901098,1716086831,45645,9528732,111
19901099,1716086843,151430,17082254,181
19901100,1716086855,59751,12304537,146
19901101,1716086867,43570,9615668,94
19901102,1716086879,99199,19697754,226
19901103,1716086891,61891,14213405,139
19901104,1716086903,66127,13364714,128
19901105,1716086915,28217,27583087,72
19901106,1716086927,58211,11349975,122
19901107,1716086939,47891,9267053,88
19901108,1716086951,43701,9118450,90
19901109,1716086963,20647,7034035,61
19901110,1716086975,130779,29981869,213
19901111,1716086987,205798,24521379,215
19901112,1716086999,83605,29999474,73
19901113,1716087011,13305,2544988,26
19901114,1716087023,111925,22740156,263
19901115,1716087035,21588,6013984,74
19901116,1716087047,37749,7682257,93
19901117,1716087059,90503,18353382,194
19901118,1716087071,172208,12338102,120
19901119,1716087083,47142,11165957,112
19901120,1716087095,43129,8990339,101
19901121,1716087107,138763,22019085,206
19901122,1716087119,60497,11137184,90
19901123,1716087131,37774,7293853,76
19901124,1716087143,30528,24526542,70
19901125,1716087155,158168,28238889,162
19901126,1716087167,42474,29277059,89
19901127,1716087179,32402,7214891,84
19901128,1716087191,37421,7277720,86
19901129,1716087203,79225,20301563,161
19901130,1716087215,76038,13520899,171
19901131,1716087227,45495,9580089,106
19901132,1716087239,10174,1744531,38
19901133,1716087251,70264,29982692,108
19901134,1716087263,184824,22061115,231
19901135,1716087275,49891,11097456,116
19901136,1716087287,54287,10361188,111
19901137,1716087299,97290,17736129,128
19901138,1716087311,156409,13024306,123
19901139,1716087323,47949,8787364,107
19901140,1716087335,44537,8730519,129
19901141,1716087347,153577,29980521,187
19901142,1716087359,41803,29996735,87
19901143,1716087371,69996,16823370,142
19901144,1716087383,128821,10127806,110
19901145,1716087395,20861,4164857,69
19901146,1716087407,83441,19808549,191
19901147,1716087419,41096,7780337,90
19901148,1716087431,74151,15187651,158
19901149,1716087443,62742,12296643,145
19901150,1716087455,137721,13161698,137
19901151,1716087467,78547,15088187,128
19901152,1716087479,22979,4578008,74
19901153,1716087491,70878,28285170,135
19901154,1716087503,28059,5663915,86
19901155,1716087515,4410,811588,12
19901156,1716087527,182344,29991587,91
19901157,1716087539,122429,29984605,49
19901158,1716087551,50212,12189705,168
19901159,1716087563,239297,29998537,182
19901160,1716087575,53841,12957372,171
19901161,1716087587,61400,11754316,121
19901162,1716087599,38088,7652903,57
19901163,1716087611,215458,29980757,360
19901164,1716087623,61149,11613784,145
19901165,1716087635,41946,9618058,121
19901166,1716087647,82121,16302183,160
19901167,1716087659,157293,11921230,117
19901168,1716087671,86277,16962590,151
19901169,1716087683,50505,9764721,110
19901170,1716087695,51788,11748637,131
19901171,1716087707,33749,7415165,76
19901172,1716087719,103851,29989133,67
19901173,1716087731,44648,8619431,78
19901174,1716087743,145061,29745256,294
19901175,1716087755,37530,8587694,80
19901176,1716087767,148369,12961875,135
19901177,1716087779,53705,11856014,109
19901178,1716087791,21807,25175837,34
19901179,1716087803,79839,17701687,194
19901180,1716087815,48685,10280131,100
19901181,1716087827,86169,13536288,125
19901182,1716087839,62759,10800928,104
19901183,1716087851,149062,13881642,149
19901184,1716087863,56411,10352284,116
19901185,1716087875,49388,10990435,143
19901186,1716087887,86643,29225030,149
19901187,1716087899,40552,8821321,97
19901188,1716087911,49157,16648828,115
19901189,1716087923,50394,10793711,120
19901190,1716087935,21769,5606080,65
19901191,1716087947,66628,29995188,93
19901192,1716087959,183104,18406150,162
19901193,1716087971,59902,10635510,92
19901194,1716087983,87710,16384732,157
19901195,1716087995,29508,6842471,78
19901196,1716088007,76260,16037330,161
19901197,1716088019,38939,29980199,72
19901198,1716088031,26543,5343951,70
19901199,1716088043,84686,17081236,221
19901200,1716088055,48606,10223945,113
19901201,1716088067,42134,9866032,96
19901202,1716088079,46475,29992657,66
19901203,1716088103,83770,17309724,195
19901204,1716088115,228288,21958413,195
19901205,1716088127,33862,7291568,81
19901206,1716088139,63226,13047348,120
19901207,1716088151,55462,11588015,132
19901208,1716088163,59065,11870421,146
19901209,1716088175,82307,14537042,148
19901210,1716088187,20277,25721014,63
19901211,1716088199,82126,15726311,137
19901212,1716088211,38269,7832807,104
19901213,1716088223,64074,11766638,131
19901214,1716088235,139287,13736000,127
19901215,1716088247,52011,10158500,113
19901216,1716088259,85947,29981608,141
19901217,1716088271,11655,2097548,30
19901218,1716088283,95519,20933721,183
19901219,1716088295,40712,24782544,84
19901220,1716088307,7591,1355028,23
19901221,1716088319,73693,20869202,151
19901222,1716088331,148209,13103630,130
19901223,1716088343,38498,29997597,68
19901224,1716088355,73611,16553139,165
19901225,1716088367,61425,11291190,115
19901226,1716088379,52773,10825518,97
19901227,1716088391,7583,1459994,11
19901228,1716088403,58151,29989414,155
19901229,1716088415,222979,26215726,195
19901230,1716088427,65951,13419907,116
19901231,1716088439,6810,1230272,31
19901232,1716088451,115377,25321486,224
19901233,1716088463,38067,7976458,89
19901234,1716088475,60252,12328001,111
19901235,1716088487,70025,27590602,112
19901236,1716088499,62252,11000309,98
19901237,1716088511,43726,29854198,101
19901238,1716088523,154960,10563718,99
19901239,1716088535,70315,11045798,122
19901240,1716088547,52174,10430556,109
19901241,1716088559,60048,11915693,121
19901242,1716088571,9302,2368479,25
19901243,1716088583,152054,29982081,245
19901244,1716088595,55145,10653768,120
19901245,1716088607,95216,17206729,159
19901246,1716088619,42598,9041976,83
19901247,1716088631,57131,11040910,123
19901248,1716088643,85785,26433845,129
19901249,1716088655,147653,9457233,81
19901250,1716088667,75988,14407791,132
19901251,1716088679,66583,13093165,119
19901252,1716088691,27703,5707421,81
19901253,1716088703,89688,29982565,225
19901254,1716088715,49160,9552649,98
19901255,1716088727,43549,8159593,99
19901256,1716088739,59451,29987675,139
19901257,1716088751,38256,7611330,91
19901258,1716088763,74295,27211239,103
19901259,1716088775,42840,8392127,96
19901260,1716088787,207481,24279682,235
19901261,1716088799,53479,13493124,99
19901262,1716088811,49424,10426256,95
19901263,1716088823,163161,14353563,134
19901264,1716088835,43307,8737253,108
19901265,1716088847,80768,16530258,154
19901266,1716088859,79264,15570951,138
19901267,1716088871,55212,11516827,124
19901268,1716088883,70126,26082281,120
19901269,1716088895,45082,7581756,74
19901270,1716088907,203365,17100815,156
19901271,1716088919,38639,8790710,94
19901272,1716088931,76874,29986982,111
19901273,1716088943,49187,10716910,103
19901274,1716088955,31252,6145618,80
19901275,1716088967,49644,29975971,45
19901276,1716088979,186632,18328785,174
19901277,1716088991,55375,10740915,118
19901278,1716089003,81168,14989715,138
19901279,1716089015,142054,14320855,130
19901280,1716089027,46694,8800267,84
19901281,1716089039,139237,20511981,90
19901282,1716089051,104583,20208872,212
19901283,1716089063,27250,6422413,74
19901284,1716089075,51267,8951265,93
19901285,1716089087,87041,29991972,128
19901286,1716089099,212946,29984631,120
19901287,1716089111,67654,16296651,105
19901288,1716089123,39046,8340824,93
19901289,1716089135,39709,10137744,91
19901290,1716089147,58906,10705497,116
19901291,1716089159,228423,29980606,47
19901292,1716089171,189543,17761038,168
19901293,1716089183,49812,8208894,104
19901294,1716089195,45760,10756117,112
19901295,1716089207,48343,10116401,111
19901296,1716089219,225151,29986550,83
19901297,1716089231,70810,14609323,126
19901298,1716089243,16654,3021281,69
19901299,1716089255,211558,29982463,118
19901300,1716089267,10401,2227125,31
19901301,1716089279,178516,29985949,176
19901302,1716089291,53751,18015217,122
19901303,1716089303,167001,16182384,146
19901304,1716089315,46764,9871655,123
19901305,1716089327,63484,14457039,124
19901306,1716089339,151923,10754274,105
19901307,1716089351,59294,13435162,131
19901308,1716089363,41771,8227701,106
19901309,1716089375,186838,28812754,129
19901310,1716089387,29249,5646185,63
19901311,1716089399,33018,6516186,64
19901312,1716089411,211047,29998705,193
19901313,1716089423,223848,26702277,316
19901314,1716089435,40086,8323376,118
19901315,1716089447,54986,11044444,119
19901316,1716089459,8164,2005048,22
19901317,1716089471,160541,29991968,218
19901318,1716089483,56088,9927030,99
19901319,1716089495,76792,14159262,150
19901320,1716089507,131866,9180716,85
19901321,1716089519,212799,29985467,119
19901322,1716089531,49186,10504859,110
19901323,1716089543,37687,29957187,95
19901324,1716089555,51136,10461126,111
19901325,1716089567,44918,9149004,102
19901326,1716089579,56285,11848116,120
19901327,1716089591,44871,9664549,120
19901328,1716089603,177446,26390480,154
19901329,1716089615,156218,11834587,98
19901330,1716089627,33914,8191710,92
19901331,1716089639,49809,29988339,81
19901332,1716089651,32906,7920671,105
19901333,1716089663,71166,14941322,150
19901334,1716089675,59348,12606152,110
19901335,1716089687,161803,15352515,154
19901336,1716089699,51901,9676657,101
19901337,1716089711,144576,22961808,145
19901338,1716089723,36975,8231194,96
19901339,1716089735,74840,11707773,127
19901340,1716089747,204559,27914012,104
19901341,1716089759,57103,11469968,147
19901342,1716089771,152752,16780309,155
19901343,1716089783,28697,6217956,64
19901344,1716089795,236966,29998679,65
19901345,1716089807,49788,8893599,90
19901346,1716089819,90519,24174365,233
19901347,1716089831,38881,7674029,94
19901348,1716089843,42837,8588977,137
19901349,1716089855,9243,2057544,30
19901350,1716089867,211746,29990178,186
19901351,1716089879,90149,19210323,183
19901352,1716089891,29277,20009685,85
19901353,1716089903,33206,28459941,73
19901354,1716089915,191135,15894887,234
19901355,1716089927,42183,29994351,72
19901356,1716089939,38459,6680809,83
19901357,1716089951,54687,11070215,134
19901358,1716089963,55390,10964088,126
19901359,1716089975,68411,13034746,122
19901360,1716089987,51500,9800703,106
19901361,1716089999,44436,7454029,84
19901362,1716090011,172543,16560047,154
19901363,1716090023,37445,7883186,103
19901364,1716090035,73367,14298855,211
19901365,1716090047,71121,13550786,117
19901366,1716090059,58155,18054921,88
19901367,1716090071,62543,12861386,133
19901368,1716090083,204080,28642564,83
19901369,1716090095,4895,1304679,16
19901370,1716090107,9775,2394070,40
19901371,1716090119,197267,29984467,158
19901372,1716090131,194427,26347921,77
19901373,1716090143,33385,6754383,82
19901374,1716090155,39652,8292143,87
19901375,1716090167,217344,29992632,126
19901376,1716090179,28082,4746343,57
19901377,1716090191,209462,29998237,118
19901378,1716090203,37824,9794956,104
19901379,1716090215,224210,26498348,270
19901380,1716090227,48264,8908288,82
19901381,1716090239,167542,11797444,120
19901382,1716090251,76437,13123919,108
19901383,1716090263,50793,9665840,108
19901384,1716090275,86811,15723021,214
19901385,1716090287,24073,6327935,79
19901386,1716090299,200616,29989789,96
19901387,1716090311,47894,9191860,113
19901388,1716090323,15799,6150094,35
19901389,1716090335,200141,29983402,102
19901390,1716090347,149201,29985736,63
19901391,1716090359,63071,13271482,176
19901392,1716090371,73009,12509356,137
19901393,1716090383,42504,6822716,89
19901394,1716090395,61920,13034151,146
19901395,1716090407,29692,6526505,87
19901396,1716090419,217488,29980672,106
19901397,1716090431,49531,9675816,125
19901398,1716090443,157327,12625654,139
19901399,1716090455,171157,12365038,116
19901400,1716090467,211635,29400713,99
19901401,1716090479,23612,5800836,60
19901402,1716090491,9496,1847255,30
19901403,1716090503,215550,29982956,151
19901404,1716090515,91717,21582191,200
19901405,1716090527,40294,7107689,75
19901406,1716090539,47621,9547433,109
19901407,1716090551,226971,29989882,102
19901408,1716090563,188289,14893243,141
19901409,1716090575,26011,6561878,82
19901410,1716090587,74312,28862234,153
19901411,1716090599,41951,7904990,80
19901412,1716090611,53514,11405173,127
19901413,1716090623,48237,8187976,98
19901414,1716090635,92923,15916915,158
19901415,1716090647,38170,21360310,98
19901416,1716090659,138929,12334058,115
19901417,1716090671,54015,11479722,134
19901418,1716090683,7721,1309563,24
19901419,1716090695,133058,29985867,699
19901420,1716090707,37150,9421337,85
19901421,1716090719,29509,20140277,88
19901422,1716090731,97554,20230192,201
19901423,1716090743,39733,6794926,73
19901424,1716090755,65529,12814764,173
19901425,1716090767,63389,12276056,134
19901426,1716090779,185099,15756451,150
19901427,1716090791,56347,10172595,94
19901428,1716090803,249698,29990470,262
19901429,1716090815,29471,6157284,87
19901430,1716090827,35910,8108385,102
19901431,1716090839,96120,29995979,151
19901432,1716090851,49172,8824707,92
19901433,1716090863,36559,29978483,78
19901434,1716090875,89732,18664713,207
19901435,1716090887,54801,9907993,111
19901436,1716090899,56202,10404278,87
19901437,1716090911,38741,8132715,109
19901438,1716090923,41957,9484757,106
19901439,1716090935,66487,15606721,155
19901440,1716090947,230613,21889029,211
19901441,1716090959,43092,9234062,102
19901442,1716090971,47150,7793036,121
19901443,1716090983,89578,29991860,183
19901444,1716090995,130460,11648965,124
19901445,1716091007,53746,9586208,112
19901446,1716091019,79859,27190895,129
19901447,1716091031,30128,7207732,81
19901448,1716091043,68810,14861151,164
19901449,1716091055,37090,29965035,102
19901450,1716091067,42576,29994397,94
19901451,1716091079,63409,11539752,120
19901452,1716091091,50490,8844588,81
19901453,1716091103,143552,10466532,115
19901454,1716091115,58151,13028804,134
19901455,1716091127,47915,6882555,102
19901456,1716091139,40821,21518134,107
19901457,1716091151,62858,12153713,135
19901458,1716091163,42708,29986221,79
19901459,1716091175,49822,8515565,92
19901460,1716091187,6142,926821,13
19901461,1716091199,85050,16563258,215
19901462,1716091211,76054,15593235,253
19901463,1716091223,46058,9510541,131
19901464,1716091235,98309,28649885,163
19901465,1716091247,7755,1453203,27
19901466,1716091259,91312,29982376,100
19901467,1716091271,95506,15715956,173
19901468,1716091283,195023,17769181,170
19901469,1716091295,49389,13630577,92
19901470,1716091307,61615,16384993,144
19901471,1716091319,29584,27507823,74
19901472,1716091331,189665,16376150,129
19901473,1716091343,57793,10955488,85
19901474,1716091355,41651,9645056,103
19901475,1716091367,65075,13142223,127
19901476,1716091379,36815,29999629,84
19901477,1716091391,50125,12513414,153
19901478,1716091403,39554,29990248,85
19901479,1716091415,63162,12595831,120
19901480,1716091427,35128,6663327,89
19901481,1716091439,153296,13265466,149
19901482,1716091451,89105,15227961,162
19901483,1716091463,51672,12246257,115
19901484,1716091475,91562,21098606,120
19901485,1716091487,58039,11827715,130
19901486,1716091499,25564,3092313,44
19901487,1716091511,116926,22114618,204
19901488,1716091523,72694,15775205,167
19901489,1716091535,178741,15149006,143
19901490,1716091547,36671,6979995,74
19901491,1716091559,80698,14897101,181
19901492,1716091571,9280,1870839,35
19901493,1716091583,137656,29979069,318
19901494,1716091595,34985,7923628,72
19901495,1716091619,19707,3695397,66
19901496,1716091631,112476,27995749,258
19901497,1716091643,75836,29972628,176
19901498,1716091655,150943,11867161,135
19901499,1716091667,51494,10008564,93
19901500,1716091679,69388,14840204,158
19901501,1716091691,35654,7440175,107
19901502,1716091703,104974,25939034,231
19901503,1716091715,275608,14029663,129
19901504,1716091727,49500,7085939,74
19901505,1716091739,191980,29946174,215
19901506,1716091751,50238,11120187,116
19901507,1716091763,51502,11365541,148
19901508,1716091775,61035,12157746,143
19901509,1716091787,62224,28268407,145
19901510,1716091799,75329,13757443,103
19901511,1716091811,46954,9684762,100
19901512,1716091823,94887,18051813,197
19901513,1716091835,37457,8007067,90
19901514,1716091847,310109,15947696,127
19901515,1716091859,80725,14833292,122
19901516,1716091871,76993,14214527,165
19901517,1716091883,37672,7120743,79
19901518,1716091895,42036,29981104,120
19901519,1716091907,36447,7077008,78
19901520,1716091919,76033,29992778,123
19901521,1716091931,50604,8304491,96
19901522,1716091943,26471,5654921,86
19901523,1716091955,46392,16537378,139
19901524,1716091967,36517,22980864,83
19901525,1716091979,40357,7889097,82
19901526,1716091991,162697,29924668,122
19901527,1716092003,107848,24509499,282
19901528,1716092015,50582,10528001,116
19901529,1716092027,49327,9566077,95
19901530,1716092039,178368,13684158,123
19901531,1716092051,72303,15117919,124
19901532,1716092063,58709,11861555,110
19901533,1716092075,61418,11451536,115
19901534,1716092087,39556,29999782,95
19901535,1716092099,171549,10700283,98
19901536,1716092111,59099,10943180,115
19901537,1716092123,25072,4735302,56
19901538,1716092135,34479,29993309,96
19901539,1716092147,60515,11962582,98
19901540,1716092159,193380,20233678,162
19901541,1716092171,38999,8867594,119
19901542,1716092183,73163,12703389,144
19901543,1716092195,8396,1354730,27
19901544,1716092207,67556,29980780,129
19901545,1716092219,160456,23673524,180
19901546,1716092231,74305,13595471,139
19901547,1716092243,15819,2965609,59
19901548,1716092255,122296,22931858,233
